who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
41753563,,Minister of Culture of the Dominican Republic,2021-09-06,,,Carmen Heredia de Guerrero,,,0
41753563,,Spokeswoman for the Presidency of the Dominican Republic,2020-08-16,2021-09-06,Roberto Rodríguez de Marchena,Roberto Rodríguez de Marchena,,Homero Figueroa,1
