@@,item,itemlabel,startdate,enddate
+++,,Ramón Alburquerque Ramírez,1998,2000
+++,,Andrés Bautista García,2001,2003
+++,,Jesús Vasquéz Martínez,2003,2004
+++,,Andrés Bautista García,2004,2006
+++,Q6104663,Reinaldo Pared Pérez,2006,2014
+++,Q17560820,Cristina Lizardo,2014,2016
+++,Q6104663,Reinaldo Pared Pérez,2016,2020
+++,Q5819205,Eduardo Estrella,2020,
