@@,item,itemlabel,position,positionlabel,startdate,enddate,psid
->,Q98492193,Carlos Bonilla Sánchez,Q113992444,"Ministro de la Vivienda, Hábitat y Edificaciones",2020-08-16->2021-08-11,,Q98492193-07A2BE19-9547-406D-94E2-F6B5F6291F63
->,Q6016261,Milagros Germán,Q113992451,Ministra de Cultura,2021-09-06->2021-10-10,,Q6016261-FD478BE5-9B2B-4CAA-9147-01BB6BF0ABC0
