item,itemLabel,rank,pob,pobLabel,hasCountry,hasAdmin,hasref,refitem,exurl,wmurl,wmproj
Q101068319,Carlos Luciano Díaz Morfa,,,,,,false,,,,
Q101130478,Porfirio Andrés Bautista García,NormalRank,Q1241374,Moca,true,true,true,false,false,true,true
Q108407634,Eduardo Latorre Rodríguez,,,,,,false,,,,
Q108407635,Frank Guerrero Prats,,,,,,false,,,,
Q109455187,Ramón Brea Messina,NormalRank,Q786,Dominican Republic,true,false,false,,,,
Q113579861,Joel Adrián Santos Echavarría,NormalRank,Q34820,Santo Domingo,true,true,false,,,,
Q113992390,Radhamés Camacho,,,,,,false,,,,
Q113992391,Rubén Darío Maldonado Díaz,,,,,,false,,,,
Q113992509,Antonio Almonte,,,,,,false,,,,
Q113992510,Daniel Enrique Rivera,,,,,,false,,,,
Q113992511,Darío Castillo Lugo,,,,,,false,,,,
Q113992512,Deligne Ascensión Burgos,,,,,,false,,,,
Q113992513,Francisco Camacho,,,,,,false,,,,
Q113992514,Jesús (Chú) Vásquez Martínez,,,,,,false,,,,
Q113992515,Jochi Vicente,,,,,,false,,,,
Q113992516,Limber Cruz,,,,,,false,,,,
Q113992517,Luis Miguel de Camps,,,,,,false,,,,
Q113992518,Mayra Jiménez,,,,,,false,,,,
Q113992519,Miguel Ceara Hatton,,,,,,false,,,,
Q113992521,Pavel Isa Contreras,,,,,,false,,,,
Q113992522,Rafael Féliz García,,,,,,false,,,,
Q113992523,Ángel Enrique Hernández,,,,,,false,,,,
Q113992554,Ramón Alburquerque Ramírez,,,,,,false,,,,
Q151944,Leonel Fernández,NormalRank,Q34820,Santo Domingo,true,true,false,,,,
Q16576566,Hugo Tolentino Dipp,NormalRank,Q34820,Santo Domingo,true,true,true,false,false,false,true
Q16594097,Luis Abinader,NormalRank,Q34820,Santo Domingo,true,true,true,false,false,false,true
Q16624085,Rafael Calventi Gaviño,NormalRank,Q538953,La Vega,true,true,true,false,false,false,true
Q17518389,José Ignacio Paliza,NormalRank,Q34820,Santo Domingo,true,true,true,false,false,false,true
Q17560820,Cristina Lizardo,NormalRank,Q2001793,San Juan Province,true,true,true,false,false,false,true
Q17591796,José Rafael Abinader Wassaf,NormalRank,Q3980588,Tamboríl,true,true,true,false,false,false,true
Q18117835,Andrés Navarro García,NormalRank,Q2306136,Bonao,true,true,true,false,false,false,true
Q20983426,Lucía Medina,NormalRank,Q2001793,San Juan Province,true,true,true,false,false,false,true
Q21232811,Fernando Pérez Memén,NormalRank,Q1366119,San Pedro de Macorís,true,true,true,false,false,false,true
Q28057750,Rafaela Alburquerque,NormalRank,Q3947425,San José de los Llanos,true,true,true,false,true,false,false
Q3084751,Rafael Alburquerque,NormalRank,Q34820,Santo Domingo,true,true,true,false,false,false,true
Q33126432,David Collado,NormalRank,Q34820,Santo Domingo,true,true,true,false,false,false,true
Q3845570,Margarita Cedeño,NormalRank,Q34820,Santo Domingo,true,true,true,false,false,false,true
Q5491525,Franklin García Fermín,NormalRank,Q1262745,Duarte Province,true,true,true,false,false,false,true
Q5654916,Abel Martínez Durán,NormalRank,Q42763,Santiago de los Caballeros,true,true,true,false,false,false,true
Q5690770,Alfredo Pacheco,NormalRank,Q34820,Santo Domingo,true,true,true,false,false,false,true
Q5819205,Eduardo Estrella,NormalRank,Q34820,Santo Domingo,true,true,true,false,false,false,true
Q5889751,Gustavo Montalvo,NormalRank,Q3947426,San José de las Matas,true,true,true,false,false,false,true
Q5923172,Victor Bisono,NormalRank,Q34820,Santo Domingo,true,true,true,false,false,false,true
Q5955209,Julio César Valentín,NormalRank,Q42763,Santiago de los Caballeros,true,true,true,false,false,false,true
Q6016261,Milagros Germán,NormalRank,Q1352536,Santo Domingo Province,true,true,true,false,false,false,true
Q6016272,Milagros Ortiz Bosch,NormalRank,Q34820,Santo Domingo,true,true,true,false,false,false,true
Q6104663,Reinaldo Pared Pérez,NormalRank,Q34820,Santo Domingo,true,true,true,false,false,false,true
Q653611,Hipólito Mejía,NormalRank,Q42763,Santiago de los Caballeros,true,true,true,false,false,false,true
Q87594839,Raquel Peña de Antuña,NormalRank,Q42763,Santiago de los Caballeros,true,true,false,,,,
Q9010575,Jaime David Fernández Mirabal,NormalRank,Q549386,Hermanas Mirabal Province,true,true,true,false,false,false,true
Q9032878,Miguel Vargas,NormalRank,Q34820,Santo Domingo,true,true,true,false,false,false,true
Q97578572,Lisandro Macarrulla,,,,,,false,,,,
Q98222557,Roberto Álvarez Gil,NormalRank,Q34820,Santo Domingo,true,true,true,false,true,false,false
Q98432253,Miriam Germán,,,,,,false,,,,
Q98492193,Carlos Bonilla Sánchez,NormalRank,Q34820,Santo Domingo,true,true,true,false,false,true,true
Q57429,Danilo Medina,NormalRank,Q4490010,Bohechío,true,true,false,,,,
Q58295,Carlos Morales Troncoso,NormalRank,Q34820,Santo Domingo,true,true,true,false,false,false,true
